symbol,name,exchange,sector
RVNL.NS,Rail Vikas Nigam Limited,NSE,Industrials
RVTH.NS,Revathi Equipment India Limited,NSE,Industrials
S&SPOWER.NS,S&S Power Switchgears Limited,NSE,Industrials
SAATVIKGL.NS,Saatvik Green Energy Limited,NSE,Technology
SABEVENTS.NS,Sab Events & Governance Now Media Limited,NSE,Communication Services
SABTNL.NS,Sri Adhikari Brothers Television Network Limited,NSE,Communication Services
SADBHAV.NS,Sadbhav Engineering Limited,NSE,Industrials
SADBHIN.NS,Sadbhav Infrastructure Project Limited,NSE,Industrials
SADHNANIQ.NS,Sadhana Nitrochem Limited,NSE,Basic Materials
SAFARI.NS,Safari Industries (India) Limited,NSE,Consumer Cyclical
SAGARDEEP.NS,Sagardeep Alloys Limited,NSE,Basic Materials
SAGCEM.NS,Sagar Cements Limited,NSE,Basic Materials
SAGILITY.NS,SAGILITY LIMITED,NSE,Healthcare
SAHYADRI.NS,Sahyadri Industries Limited,NSE,Industrials
SAIL.NS,Steel Authority of India Limited,NSE,Basic Materials
SAILIFE.NS,Sai Life Sciences Limited,NSE,Healthcare
SAKAR.NS,Sakar Healthcare Limited,NSE,Healthcare
SAKHTISUG.NS,Sakthi Sugars Limited,NSE,Consumer Defensive
SAKSOFT.NS,Saksoft Limited,NSE,Technology
SAKUMA.NS,Sakuma Exports Limited,NSE,Consumer Defensive
SALASAR.NS,Salasar Techno Engineering Limited,NSE,Basic Materials
SALONA.NS,Salona Cotspin Limited,NSE,Consumer Cyclical
SALSTEEL.NS,S.A.L. Steel Limited,NSE,Basic Materials
SALZERELEC.NS,Salzer Electronics Limited,NSE,Industrials
SAMBHAAV.NS,Sambhaav Media Limited,NSE,Communication Services
SAMBHV.NS,Sambhv Steel Tubes Limited,NSE,Basic Materials
SAMHI.NS,Samhi Hotels Limited,NSE,Consumer Cyclical
SAMMAANCAP.NS,Sammaan Capital Limited,NSE,Financial Services
SAMPANN.NS,Sampann Utpadan India Limited,NSE,Basic Materials
SANATHAN.NS,Sanathan Textiles Limited,NSE,Consumer Cyclical
SANDESH.NS,The Sandesh Limited,NSE,Communication Services
SANDHAR.NS,Sandhar Technologies Limited,NSE,Consumer Cyclical
SANDUMA.NS,Sandur Manganese & Iron Ores Limited,NSE,Basic Materials
SANGAMIND.NS,Sangam (India) Limited,NSE,Consumer Cyclical
SANGHIIND.NS,Sanghi Industries Limited,NSE,Basic Materials
SANGHVIMOV.NS,Sanghvi Movers Limited,NSE,Industrials
SANGINITA.NS,Sanginita Chemicals Limited,NSE,Basic Materials
SANOFI.NS,Sanofi India Limited,NSE,Healthcare
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited,NSE,Healthcare
SANSERA.NS,Sansera Engineering Limited,NSE,Consumer Cyclical
SANSTAR.NS,Sanstar Limited,NSE,Basic Materials
SANWARIA.NS,Sanwaria Consumer Limited,NSE,Consumer Defensive
SAPPHIRE.NS,Sapphire Foods India Limited,NSE,Consumer Cyclical
SARDAEN.NS,Sarda Energy & Minerals Limited,NSE,Basic Materials
SAREGAMA.NS,Saregama India Limited,NSE,Communication Services
SARLAPOLY.NS,Sarla Performance Fibers Limited,NSE,Consumer Cyclical
SARVESHWAR.NS,Sarveshwar Foods Limited,NSE,Consumer Defensive
SASKEN.NS,Sasken Technologies Limited,NSE,Technology
SASTASUNDR.NS,Sastasundar Ventures Limited,NSE,Healthcare
SATIA.NS,Satia Industries Limited,NSE,Basic Materials
SATIN.NS,Satin Creditcare Network Limited,NSE,Financial Services
SAURASHCEM.NS,Saurashtra Cement Limited,NSE,Basic Materials
SBC.NS,SBC Exports Limited,NSE,Industrials
SBCL.NS,Shivalik Bimetal Controls Limited,NSE,Industrials
SBFC.NS,SBFC Finance Limited,NSE,Financial Services
SBGLP.NS,Suratwwala Business Group Limited,NSE,Real Estate
SBICARD.NS,SBI Cards and Payment Services Limited,NSE,Financial Services
SBILIFE.NS,SBI Life Insurance Company Limited,NSE,Financial Services
SBIN.NS,State Bank of India,NSE,Financial Services
SCHAEFFLER.NS,Schaeffler India Limited,NSE,Consumer Cyclical
SCHAND.NS,S Chand And Company Limited,NSE,Communication Services
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,NSE,Industrials
SCI.NS,Shipping Corporation Of India Limited,NSE,Industrials
SCILAL.NS,Shipping Corporation of India Land and Assets Limited,NSE,Real Estate
SCODATUBES.NS,Scoda Tubes Limited,NSE,Basic Materials
SCPL.NS,Sheetal Cool Products Limited,NSE,Consumer Defensive
SDBL.NS,Som Distilleries & Breweries Limited,NSE,Consumer Defensive
SEAMECLTD.NS,Seamec Limited,NSE,Industrials
SECMARK.NS,SecMark Consultancy Limited,NSE,Industrials
SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,NSE,Technology
SEJALLTD.NS,Sejal Glass Limited,NSE,Industrials
SELMC.NS,SEL Manufacturing Company Limited,NSE,Consumer Cyclical
SEMAC.NS,Semac Construction Limited,NSE,Industrials
SENCO.NS,Senco Gold Limited,NSE,Consumer Cyclical
SENORES.NS,Senores Pharmaceuticals Limited,NSE,Healthcare
SEPC.NS,SEPC Limited,NSE,Industrials
SEQUENT.NS,Sequent Scientific Limited,NSE,Healthcare
SERVOTECH.NS,Servotech Renewable Power System Limited,NSE,Industrials
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,NSE,Basic Materials
SETCO.NS,Setco Automotive Limited,NSE,Consumer Cyclical
SETUINFRA.NS,Setubandhan Infrastructure Limited,NSE,Industrials
SEYAIND.NS,Seya Industries Limited,NSE,Basic Materials
SFL.NS,Sheela Foam Limited,NSE,Consumer Cyclical
SGFIN.NS,SG Finserve Limited,NSE,Financial Services
SGIL.NS,Synergy Green Industries Limited,NSE,Industrials
SGL.NS,STL Global Limited,NSE,Consumer Cyclical
SGLTL.NS,Standard Glass Lining Technology Limited,NSE,Industrials
SGMART.NS,SG Mart Limited,NSE,Industrials
SHAH.NS,Shah Metacorp Limited,NSE,Basic Materials
SHAHALLOYS.NS,Shah Alloys Limited,NSE,Basic Materials
SHAILY.NS,Shaily Engineering Plastics Limited,NSE,Basic Materials
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,NSE,Industrials
SHALBY.NS,Shalby Limited,NSE,Healthcare
SHALPAINTS.NS,Shalimar Paints Limited,NSE,Basic Materials
SHANKARA.NS,Shankara Building Products Limited,NSE,Consumer Cyclical
SHANTI.NS,Shanti Overseas (India) Limited,NSE,Consumer Defensive
SHANTIGEAR.NS,Shanthi Gears Limited,NSE,Industrials
SHANTIGOLD.NS,Shanti Gold International Limited,NSE,Consumer Cyclical
SHARDACROP.NS,Sharda Cropchem Limited,NSE,Basic Materials
SHARDAMOTR.NS,Sharda Motor Industries Limited,NSE,Consumer Cyclical
SHAREINDIA.NS,Share India Securities Limited,NSE,Financial Services
SHEKHAWATI.NS,Shekhawati Industries Limited,NSE,Consumer Cyclical
SHEMAROO.NS,Shemaroo Entertainment Limited,NSE,Communication Services
SHILPAMED.NS,Shilpa Medicare Limited,NSE,Healthcare
SHIVALIK.NS,Shivalik Rasayan Limited,NSE,Basic Materials
SHIVAMAUTO.NS,Shivam Autotech Limited,NSE,Consumer Cyclical
SHIVAMILLS.NS,Shiva Mills Limited,NSE,Consumer Cyclical
SHIVATEX.NS,Shiva Texyarn Limited,NSE,Consumer Cyclical
SHK.NS,S H Kelkar and Company Limited,NSE,Basic Materials
SHOPERSTOP.NS,Shoppers Stop Limited,NSE,Consumer Cyclical
SHRADHA.NS,Shradha Infraprojects Limited,NSE,Real Estate
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,NSE,Basic Materials
SHREECEM.NS,SHREE CEMENT LIMITED,NSE,Basic Materials
SHREEJISPG.NS,Shreeji Shipping Global Limited,NSE,Industrials
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,NSE,Basic Materials
SHREERAMA.NS,Shree Rama Multi-Tech Limited,NSE,Consumer Cyclical
SHRENIK.NS,Shrenik Limited,NSE,Basic Materials
SHREYANIND.NS,Shreyans Industries Limited,NSE,Basic Materials
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,NSE,Consumer Cyclical
SHRIPISTON.NS,Shriram Pistons & Rings Limited,NSE,Consumer Cyclical
SHRIRAMFIN.NS,Shriram Finance Limited,NSE,Financial Services
SHRIRAMPPS.NS,Shriram Properties Limited,NSE,Real Estate
SHYAMCENT.NS,Shyam Century Ferrous Limited,NSE,Basic Materials
SHYAMMETL.NS,Shyam Metalics and Energy Limited,NSE,Basic Materials
SHYAMTEL.NS,Shyam Telecom Limited,NSE,Technology
SIEMENS.NS,Siemens Limited,NSE,Industrials
SIGACHI.NS,Sigachi Industries Limited,NSE,Healthcare
SIGIND.NS,Signet Industries Limited,NSE,Industrials
SIGMA.NS,Sigma Solve Limited,NSE,Technology
SIGNATURE.NS,Signatureglobal (India) Limited,NSE,Real Estate
SIGNPOST.NS,Signpost India Limited,NSE,Communication Services
SIKKO.NS,Sikko Industries Limited,NSE,Basic Materials
SIL.NS,Standard Industries Limited,NSE,Consumer Cyclical
SILGO.NS,Silgo Retail Limited,NSE,Consumer Cyclical
SILINV.NS,SIL Investments Limited,NSE,Financial Services
SILLYMONKS.NS,Silly Monks Entertainment Limited,NSE,Communication Services
SILVERTUC.NS,Silver Touch Technologies Limited,NSE,Technology
SIMBHALS.NS,Simbhaoli Sugars Limited,NSE,Consumer Defensive
SIMPLEXINF.NS,Simplex Infrastructures Limited,NSE,Industrials
SINCLAIR.NS,Sinclairs Hotels Limited,NSE,Consumer Cyclical
SINDHUTRAD.NS,Sindhu Trade Links Limited,NSE,Industrials
SINTERCOM.NS,Sintercom India Limited,NSE,Consumer Cyclical
SIRCA.NS,Sirca Paints India Limited,NSE,Basic Materials
SIS.NS,SIS LIMITED,NSE,Industrials
SITINET.NS,Siti Networks Limited,NSE,Communication Services
SIYSIL.NS,Siyaram Silk Mills Limited,NSE,Consumer Cyclical
SJS.NS,S.J.S. Enterprises Limited,NSE,Consumer Cyclical
SJVN.NS,SJVN Limited,NSE,Utilities
SKFINDIA.NS,SKF India Limited,NSE,Industrials
SKIPPER.NS,Skipper Limited,NSE,Industrials
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,NSE,Consumer Defensive
SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,NSE,Consumer Cyclical
SMARTLINK.NS,Smartlink Holdings Limited,NSE,Technology
SMARTWORKS.NS,Smartworks Coworking Spaces Limited,NSE,Real Estate
SMCGLOBAL.NS,SMC Global Securities Limited,NSE,Financial Services
SMLISUZU.NS,SML Isuzu Limited,NSE,Consumer Cyclical
SMLT.NS,Sarthak Metals Limited,NSE,Industrials
SMSLIFE.NS,SMS Lifesciences India Limited,NSE,Healthcare
SMSPHARMA.NS,SMS Pharmaceuticals Limited,NSE,Healthcare
SNOWMAN.NS,Snowman Logistics Limited,NSE,Industrials
SOBHA.NS,Sobha Limited,NSE,Real Estate
SOFTTECH.NS,Softtech Engineers Limited,NSE,Technology
SOLARA.NS,Solara Active Pharma Sciences Limited,NSE,Healthcare
SOLARINDS.NS,Solar Industries India Limited,NSE,Basic Materials
SOLARWORLD.NS,Solarworld Energy Solutions Limited,NSE,Technology
SOLEX.NS,Solex Energy Limited,NSE,Technology
SOMANYCERA.NS,Somany Ceramics Limited,NSE,Industrials
SOMATEX.NS,Soma Textiles & Industries Limited,NSE,Consumer Cyclical
SOMICONVEY.NS,Somi Conveyor Beltings Limited,NSE,Industrials
SONACOMS.NS,Sona BLW Precision Forgings Limited,NSE,Consumer Cyclical
SONAMLTD.NS,SONAM LIMITED,NSE,Consumer Cyclical
SONATSOFTW.NS,Sonata Software Limited,NSE,Technology
SOTL.NS,Savita Oil Technologies Limited,NSE,Basic Materials
SOUTHBANK.NS,The South Indian Bank Limited,NSE,Financial Services
SOUTHWEST.NS,South West Pinnacle Exploration Limited,NSE,Energy
SPAL.NS,S. P. Apparels Limited,NSE,Consumer Cyclical
SPANDANA.NS,Spandana Sphoorty Financial Limited,NSE,Financial Services
SPARC.NS,Sun Pharma Advanced Research Company Limited,NSE,Healthcare
SPCENET.NS,Spacenet Enterprises India Limited,NSE,Financial Services
SPECIALITY.NS,Speciality Restaurants Limited,NSE,Consumer Cyclical
SPECTRUM.NS,Spectrum Electrical Industries Limited,NSE,Industrials
SPENCERS.NS,Spencer's Retail Limited,NSE,Consumer Cyclical
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,NSE,Basic Materials
SPLIL.NS,SPL Industries Limited,NSE,Consumer Cyclical
SPLPETRO.NS,Supreme Petrochem Limited,NSE,Basic Materials
SPMLINFRA.NS,SPML Infra Limited,NSE,Industrials
SPORTKING.NS,Sportking India Limited,NSE,Consumer Cyclical
SRD.NS,Shankar Lal Rampal Dye-Chem Limited,NSE,Basic Materials
SREEL.NS,Sreeleathers Limited,NSE,Consumer Cyclical
SRF.NS,SRF Limited,NSE,Industrials
SRGHFL.NS,SRG Housing Finance Limited,NSE,Financial Services
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,NSE,Basic Materials
SRM.NS,SRM Contractors Limited,NSE,Industrials
SRPL.NS,Shree Ram Proteins Limited,NSE,Consumer Defensive
SSDL.NS,Saraswati Saree Depot Limited,NSE,Consumer Cyclical
SSWL.NS,Steel Strips Wheels Limited,NSE,Consumer Cyclical
STALLION.NS,Stallion India Fluorochemicals Limited,NSE,Basic Materials
STANLEY.NS,Stanley Lifestyles Limited,NSE,Consumer Cyclical
STAR.NS,Strides Pharma Science Limited,NSE,Healthcare
STARCEMENT.NS,Star Cement Limited,NSE,Basic Materials
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,NSE,Financial Services
STARPAPER.NS,Star Paper Mills Limited,NSE,Basic Materials
STARTECK.NS,Starteck Finance Limited,NSE,Financial Services
STCINDIA.NS,The State Trading Corporation of India Limited,NSE,Industrials
STEELCAS.NS,Steelcast Limited,NSE,Basic Materials
STEELCITY.NS,Steel City Securities Limited,NSE,Financial Services
STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,NSE,Basic Materials
STEL.NS,Stel Holdings Limited,NSE,Financial Services
STERTOOLS.NS,Sterling Tools Limited,NSE,Industrials
STLNETWORK.NS,STL Networks Limited,NSE,Communication Services
STLTECH.NS,Sterlite Technologies Limited,NSE,Technology
STOVEKRAFT.NS,Stove Kraft Limited,NSE,Consumer Cyclical
STYL.NS,Seshaasai Technologies Limited,NSE,Technology
STYLAMIND.NS,Stylam Industries Limited,NSE,Consumer Cyclical
STYLEBAAZA.NS,Baazar Style Retail Limited,NSE,Consumer Cyclical
STYRENIX.NS,Styrenix Performance Materials Limited,NSE,Basic Materials
SUBEXLTD.NS,Subex Limited,NSE,Technology
SUBROS.NS,Subros Limited,NSE,Consumer Cyclical
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,NSE,Basic Materials
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,NSE,Basic Materials
SULA.NS,Sula Vineyards Limited,NSE,Consumer Defensive
SUMEETINDS.NS,Sumeet Industries Limited,NSE,Consumer Cyclical
SUMICHEM.NS,Sumitomo Chemical India Limited,NSE,Basic Materials
SUMIT.NS,Sumit Woods Limited,NSE,Real Estate
SUMMITSEC.NS,Summit Securities Limited,NSE,Financial Services
SUNCLAY.NS,Sundaram Clayton Limited,NSE,Industrials
SUNDARAM.NS,Sundaram Multi Pap Limited,NSE,Basic Materials
SUNDARMFIN.NS,Sundaram Finance Limited,NSE,Financial Services
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,NSE,Consumer Cyclical
SUNDRMFAST.NS,Sundram Fasteners Limited,NSE,Consumer Cyclical
SUNDROP.NS,Sundrop Brands Limited,NSE,Consumer Defensive
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,NSE,Basic Materials
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,NSE,Healthcare
SUNTECK.NS,Sunteck Realty Limited,NSE,Real Estate
SUNTV.NS,Sun TV Network Limited,NSE,Communication Services
SUPERHOUSE.NS,Superhouse Limited,NSE,Consumer Cyclical
SUPERSPIN.NS,Super Spinning Mills Limited,NSE,Consumer Cyclical
SUPRAJIT.NS,Suprajit Engineering Limited,NSE,Consumer Cyclical
SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,NSE,Real Estate
SUPREMEIND.NS,Supreme Industries Limited,NSE,Industrials
SUPREMEINF.NS,Supreme Infrastructure India Limited,NSE,Industrials
SUPRIYA.NS,Supriya Lifescience Limited,NSE,Healthcare
SURAJEST.NS,Suraj Estate Developers Limited,NSE,Real Estate
SURAJLTD.NS,Suraj Limited,NSE,Basic Materials
SURAKSHA.NS,Suraksha Diagnostic Limited,NSE,Healthcare
SURANASOL.NS,Surana Solar Limited,NSE,Technology
SURANAT&P.NS,Surana Telecom and Power Limited,NSE,Utilities
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,NSE,Consumer Cyclical
SURYAROSNI.NS,Surya Roshni Limited,NSE,Basic Materials
SURYODAY.NS,Suryoday Small Finance Bank Limited,NSE,Financial Services
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,NSE,Consumer Cyclical
SUVEN.NS,Suven Life Sciences Limited,NSE,Healthcare
SUVIDHAA.NS,Suvidhaa Infoserve Limited,NSE,Technology
SUYOG.NS,Suyog Telematics Limited,NSE,Communication Services
SUZLON.NS,Suzlon Energy Limited,NSE,Industrials
SVLL.NS,Shree Vasu Logistics Limited,NSE,Industrials
SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,NSE,Consumer Cyclical
SWANCORP.NS,SWAN CORP LIMITED,NSE,Industrials
SWARAJENG.NS,Swaraj Engines Limited,NSE,Consumer Cyclical
SWELECTES.NS,Swelect Energy Systems Limited,NSE,Technology
SWIGGY.NS,Swiggy Limited,NSE,Consumer Cyclical
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,NSE,Technology
SYMPHONY.NS,Symphony Limited,NSE,Consumer Cyclical
SYNCOMF.NS,Syncom Formulations (India) Limited,NSE,Healthcare
SYNGENE.NS,Syngene International Limited,NSE,Healthcare
SYRMA.NS,Syrma SGS Technology Limited,NSE,Technology
SYSTMTXC.NS,Systematix Corporate Services Limited,NSE,Financial Services
TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,NSE,Basic Materials
TAJGVK.NS,Taj GVK Hotels & Resorts Limited,NSE,Consumer Cyclical
TAKE.NS,Take Solutions Limited,NSE,Healthcare
TALBROAUTO.NS,Talbros Automotive Components Limited,NSE,Consumer Cyclical
TANLA.NS,Tanla Platforms Limited,NSE,Technology
TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,NSE,Industrials
TARAPUR.NS,Tarapur Transformers Limited,NSE,Industrials
TARC.NS,TARC Limited,NSE,Real Estate
TARIL.NS,Transformers And Rectifiers (India) Limited,NSE,Industrials
TARMAT.NS,Tarmat Limited,NSE,Industrials
TARSONS.NS,Tarsons Products Limited,NSE,Healthcare
TASTYBITE.NS,Tasty Bite Eatables Limited,NSE,Consumer Defensive
TATACAP.NS,Tata Capital Limited,NSE,Financial Services
TATACHEM.NS,Tata Chemicals Limited,NSE,Basic Materials
TATACOMM.NS,Tata Communications Limited,NSE,Communication Services
TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,NSE,Consumer Defensive
TATAELXSI.NS,Tata Elxsi Limited,NSE,Technology
TATAINVEST.NS,Tata Investment Corporation Limited,NSE,Financial Services
TATAPOWER.NS,Tata Power Company Limited,NSE,Utilities
TATASTEEL.NS,Tata Steel Limited,NSE,Basic Materials
TATATECH.NS,Tata Technologies Limited,NSE,Technology
TATVA.NS,Tatva Chintan Pharma Chem Limited,NSE,Basic Materials
TBOTEK.NS,TBO Tek Limited,NSE,Consumer Cyclical
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,NSE,Consumer Cyclical
TCI.NS,Transport Corporation of India Limited,NSE,Industrials
TCIEXP.NS,TCI Express Limited,NSE,Industrials
TCIFINANCE.NS,TCI Finance Limited,NSE,Financial Services
TCPLPACK.NS,TCPL Packaging Limited,NSE,Consumer Cyclical
TCS.NS,Tata Consultancy Services Limited,NSE,Technology
TDPOWERSYS.NS,TD Power Systems Limited,NSE,Industrials
TEAMGTY.NS,Team India Guaranty Limited,NSE,Financial Services
TEAMLEASE.NS,Teamlease Services Limited,NSE,Industrials
TECHM.NS,Tech Mahindra Limited,NSE,Technology
TECHNOE.NS,Techno Electric & Engineering Company Limited,NSE,Industrials
TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,NSE,Financial Services
TEGA.NS,Tega Industries Limited,NSE,Industrials
TEJASNET.NS,Tejas Networks Limited,NSE,Technology
TEMBO.NS,Tembo Global Industries Limited,NSE,Industrials
TERASOFT.NS,Tera Software Limited,NSE,Technology
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,NSE,Real Estate
TEXMOPIPES.NS,Texmo Pipes and Products Limited,NSE,Industrials
TEXRAIL.NS,Texmaco Rail & Engineering Limited,NSE,Industrials
TFCILTD.NS,Tourism Finance Corporation of India Limited,NSE,Financial Services
TFL.NS,Transwarranty Finance Limited,NSE,Financial Services
TGBHOTELS.NS,TGB Banquets And Hotels Limited,NSE,Consumer Cyclical
THANGAMAYL.NS,Thangamayil Jewellery Limited,NSE,Consumer Cyclical
THEINVEST.NS,The Investment Trust Of India Limited,NSE,Financial Services
THEJO.NS,Thejo Engineering Limited,NSE,Industrials
THELEELA.NS,Leela Palaces Hotels & Resorts Limited,NSE,Consumer Cyclical
THEMISMED.NS,Themis Medicare Limited,NSE,Healthcare
THERMAX.NS,Thermax Limited,NSE,Industrials
THOMASCOOK.NS,Thomas Cook  (India)  Limited,NSE,Consumer Cyclical
THOMASCOTT.NS,Thomas Scott (India) Limited,NSE,Consumer Cyclical
THYROCARE.NS,Thyrocare Technologies Limited,NSE,Healthcare
TI.NS,Tilaknagar Industries Limited,NSE,Consumer Defensive
TICL.NS,Twamev Construction and Infrastructure Limited,NSE,Industrials
TIGERLOGS.NS,Tiger Logistics (India) Limited,NSE,Industrials
TIIL.NS,Technocraft Industries (India) Limited,NSE,Industrials
TIINDIA.NS,Tube Investments of India Limited,NSE,Industrials
TIJARIA.NS,Tijaria Polypipes Limited,NSE,Industrials
TIL.NS,TIL Limited,NSE,Industrials
TIMETECHNO.NS,Time Technoplast Limited,NSE,Consumer Cyclical
TIMKEN.NS,Timken India Limited,NSE,Industrials
TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,NSE,Basic Materials
TIPSFILMS.NS,Tips Films Limited,NSE,Communication Services
TIPSMUSIC.NS,Tips Music Limited,NSE,Communication Services
TIRUMALCHM.NS,Thirumalai Chemicals Limited,NSE,Basic Materials
TIRUPATIFL.NS,Tirupati Forge Limited,NSE,Industrials
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,NSE,Industrials
TITAN.NS,Titan Company Limited,NSE,Consumer Cyclical
TMB.NS,Tamilnad Mercantile Bank Limited,NSE,Financial Services
TMPV.NS,Tata Motors Passenger Vehicles Limited,NSE,Unknown
TNPETRO.NS,Tamilnadu PetroProducts Limited,NSE,Basic Materials
TNPL.NS,Tamil Nadu Newsprint & Papers Limited,NSE,Basic Materials
TNTELE.NS,Tamilnadu Telecommunication Limited,NSE,Technology
TOKYOPLAST.NS,Tokyo Plast International Limited,NSE,Consumer Cyclical
TOLINS.NS,Tolins Tyres Limited,NSE,Consumer Cyclical
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,NSE,Healthcare
TORNTPOWER.NS,Torrent Power Limited,NSE,Utilities
TOTAL.NS,Total Transport Systems Limited,NSE,Industrials
TOUCHWOOD.NS,Touchwood Entertainment Limited,NSE,Communication Services
TPHQ.NS,Teamo Productions HQ Limited,NSE,Industrials
TPLPLASTEH.NS,TPL Plastech Limited,NSE,Consumer Cyclical
TRACXN.NS,Tracxn Technologies Limited,NSE,Technology
TRANSRAILL.NS,Transrail Lighting Limited,NSE,Industrials
TRANSWORLD.NS,TRANSWORLD SHIPPING LINES LIMITED,NSE,Industrials
TRAVELFOOD.NS,Travel Food Services Limited,NSE,Consumer Cyclical
TREEHOUSE.NS,Tree House Education & Accessories Limited,NSE,Consumer Defensive
TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,NSE,Technology
TREL.NS,Transindia Real Estate Limited,NSE,Real Estate
TRENT.NS,Trent Limited,NSE,Consumer Cyclical
TRF.NS,TRF Limited,NSE,Industrials
TRIDENT.NS,Trident Limited,NSE,Consumer Cyclical
TRIGYN.NS,Trigyn Technologies Limited,NSE,Technology
TRITURBINE.NS,Triveni Turbine Limited,NSE,Industrials
TRIVENI.NS,Triveni Engineering & Industries Limited,NSE,Consumer Defensive
TRU.NS,TruCap Finance Limited,NSE,Financial Services
TRUALT.NS,TruAlt Bioenergy Limited,NSE,Energy
TSFINV.NS,TSF INVESTMENTS LIMITED,NSE,Financial Services
TTKHLTCARE.NS,TTK Healthcare Limited,NSE,Healthcare
TTKPRESTIG.NS,TTK Prestige Limited,NSE,Consumer Cyclical
TTL.NS,T T Limited,NSE,Consumer Cyclical
TTML.NS,Tata Teleservices (Maharashtra) Limited,NSE,Communication Services
TVSELECT.NS,TVS Electronics Limited,NSE,Technology
TVSHLTD.NS,TVS Holdings Limited,NSE,Consumer Cyclical
TVSMOTOR.NS,TVS Motor Company Limited,NSE,Consumer Cyclical
TVSSCS.NS,TVS Supply Chain Solutions Limited,NSE,Industrials
TVSSRICHAK.NS,TVS Srichakra Limited,NSE,Consumer Cyclical
TVTODAY.NS,TV Today Network Limited,NSE,Communication Services
TVVISION.NS,TV Vision Limited,NSE,Communication Services
UBL.NS,United Breweries Limited,NSE,Consumer Defensive
UCAL.NS,UCAL LIMITED,NSE,Consumer Cyclical
UCOBANK.NS,UCO Bank,NSE,Financial Services
UDS.NS,Updater Services Limited,NSE,Industrials
UFBL.NS,United Foodbrands Limited,NSE,Consumer Cyclical
UFLEX.NS,UFLEX Limited,NSE,Consumer Cyclical
UFO.NS,UFO Moviez India Limited,NSE,Communication Services
UGARSUGAR.NS,The Ugar Sugar Works Limited,NSE,Consumer Defensive
UGROCAP.NS,Ugro Capital Limited,NSE,Financial Services
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,NSE,Financial Services
ULTRACEMCO.NS,UltraTech Cement Limited,NSE,Basic Materials
UMAEXPORTS.NS,Uma Exports Limited,NSE,Consumer Defensive
UMESLTD.NS,Usha Martin Education & Solutions Limited,NSE,Consumer Defensive
UMIYA-MRO.NS,UMIYA BUILDCON LIMITED,NSE,Real Estate
UNICHEMLAB.NS,Unichem Laboratories Limited,NSE,Healthcare
UNIDT.NS,United Drilling Tools Limited,NSE,Energy
UNIECOM.NS,Unicommerce Esolutions Limited,NSE,Technology
UNIENTER.NS,Uniphos Enterprises Limited,NSE,Basic Materials
UNIINFO.NS,Uniinfo Telecom Services Limited,NSE,Communication Services
UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,NSE,Industrials
UNIONBANK.NS,Union Bank of India,NSE,Unknown
UNIPARTS.NS,Uniparts India Limited,NSE,Unknown
UNITDSPR.NS,United Spirits Limited,NSE,Unknown
UNITECH.NS,Unitech Limited,NSE,Unknown
UNITEDPOLY.NS,United Polyfab Gujarat Limited,NSE,Unknown
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,NSE,Unknown
UNIVASTU.NS,Univastu India Limited,NSE,Unknown
UNIVCABLES.NS,Universal Cables Limited,NSE,Unknown
UNIVPHOTO.NS,Universus Photo Imagings Limited,NSE,Unknown
UNOMINDA.NS,UNO Minda Limited,NSE,Unknown
UPL.NS,UPL Limited,NSE,Unknown
